Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Shown on Collection Page (product.metafields.custom.shown_on_collection_page),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Color Family (product.metafields.product.color_family),Style Family (product.metafields.product.style_name),Product rating count (product.metafields.reviews.rating_count),Color (product.metafields.shopify.color-pattern),Target gender (product.metafields.shopify.target-gender),Theme (product.metafields.shopify.theme),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status,generated_tags
alphabet-studios-rainbow-sticker,Alphabet Studios - RAINBOW STICKER,"Matte, adhesive back die-cut sticker approx 3"" x 2""
Made of durable vinyl that's weatherproof and dishwasher safe. 

Great for jazzin' up a water bottle or laptop! This sticker is designed after one of our bestselling greeting cards and will add joy wherever you stick it!

Great for back to school flair!

Arrives loose.
Printed in the USA",Alphabet Studios,,,Stickers,False,Title,Default Title,,,,,,,,AS-RAINB,36.2873896,shopify,deny,manual,4.0,,True,True,,,,,'50896619,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/0fb3e85a9dcd1a9b9bffe8fa35b49c7b66325bb6cacf8eadce202e22a04f7a55.jpg?v=1761051850,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,lb,,1.75,active,"type:laptop, type:water-bottle, type:sticker, pattern:printed, use:work, need:durable, need:waterproof, price-tier:budget-0-30, attr:adhesive-back-die-cut, feature:dishwasher-safe, attr:designed, attr:cards, attr:water, attr:vinyl, ai-flag:schema-complete"
alphabet-studios-googly-eyes-sticker,Alphabet Studios - GOOGLY EYES STICKER,"Matte, adhesive back die-cut sticker, approximately 3"" x 2""
Made of durable vinyl that's weatherproof and dishwasher safe. 

Great for jazzin' up a water bottle or laptop! This sticker is designed after one of our bestselling greeting cards and will add joy wherever you stick it!

Arrives loose.
Printed in the USA",Alphabet Studios,,,Stickers,False,Title,Default Title,,,,,,,,AS-EYES,0.0,shopify,deny,manual,4.0,,True,True,,,,,'50863851,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/28ae4c47da5b92c5bb883afa89addfc4aef8a09cf93e2be324818e47c7040ec7.jpg?v=1761051845,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,lb,,1.75,active,"type:laptop, type:water-bottle, type:sticker, pattern:printed, use:work, need:durable, need:waterproof, price-tier:budget-0-30, attr:adhesive-back-die-cut, attr:googly-eyes, attr:adhesive-back, feature:dishwasher-safe, attr:designed, attr:cards, ai-flag:schema-complete"
shiny-dimes-oyster-knife-sheath,Shiny Dimes Oyster Knife Sheath,,Glad & Young Studio,Home & Garden > Kitchen & Dining > Kitchen Tools & Utensils > Kitchen Knives,,,False,Title,Default Title,,,,,,,,SHEATH,0.0,shopify,deny,manual,45.0,,True,True,,,,,'36186347,,,,False,,,,,,,,,,,,,,,,,,,,,,,lb,,,active,"type:home-garden-kitchen-dining-kitchen-tools, use:home-decor, problem:too-hot, price-tier:mid-31-80, attr:shiny-dimes-oyster, attr:dimes-oyster-knife, attr:young-studio, attr:shiny-dimes, attr:oyster, attr:shiny, ai-flag:schema-complete"
stadium-sling-strap-extenders-pcm-only-copy,Disco Disco & Sakura Strap Extenders (PCM ONLY),,Glad & Young Studio,Sporting Goods > Athletics > General Purpose Athletic Equipment,,,False,Color,Disco Disco,,,,,,,,STRAP-X-DISCO,0.0,shopify,continue,manual,0.0,,True,True,,,,,'53350635,,,,False,,,499799.0,,,,,,,,,,,,,,,,,,,,lb,,,active,"type:sporting-goods-athletics-general-purpose, color:disco-disco, use:sport, feature:sakura-strap-extenders, attr:young-studio, feature:sakura-strap, feature:strap-extenders, feature:strap, ai-flag:needs-review"
short-story-journal-fun-house,Short Story Journal,"<div data-nametag=""shop-portal-provider"" data-portal-instance-id=""2e1eed40-f259-430b-a05a-398a6dfc576d"" data-type=""modal"" data-variant=""default"">
<div data-testid=""authorize-modal-container"" class=""fixed inset-0 z-max overflow-hidden flex items-center justify-center pointer-events-none invisible"">
<section aria-modal=""true"" aria-hidden=""true"" aria-label=""Sign in with Shop"" data-testid=""authorize-modal"" data-visible=""false"" role=""dialog"" class=""relative z-50 bg-white transition duration-400 ease-cubic-modal will-change-transform focus_outline-0 motion-reduce_duration-0 sm_absolute sm_inset-x-0 sm_bottom-0 sm_top-auto sm_rounded-b-none opacity-0 sm_translate-y-full min-w-85 rounded-xxl"" tabindex=""-1"">
<div class=""relative overflow-hidden sm_rounded-b-none rounded-xxl""><br></div>
<div class=""relative overflow-hidden sm_rounded-b-none rounded-xxl"">
<meta charset=""utf-8"">
<p dir=""ltr""><span>Our limited-edition Fun House Collection by <a href=""https://meglewis.com/"" title=""Meg Lewis"" rel=""noopener"" target=""_blank"">Meg Lewis</a>,</span><span> benefiting </span><a href=""https://www.southernfriedqueerpride.com/"" title=""Southern Fried Queer Pride"" rel=""noopener"" target=""_blank""><span>Southern Fried Queer Pride</span></a><span>.</span></p>
<p dir=""ltr""><meta charset=""utf-8"">""Everything I create is a reflection of my values! A commitment to making a difference in the world by creating moments where joy and play thrive. Where curiosity is encouraged and human connection is mandatory."" —Meg Lewis!</p>
<p dir=""ltr""><meta charset=""utf-8""><span>———</span></p>
</div>
<div class=""relative overflow-hidden sm_rounded-b-none rounded-xxl"">
<meta charset=""utf-8"">Give your writing a beautiful place to land. Perfect for anyone who loves putting a pen to paper, and wants to feel inspired when they do so. And yes, we believe that even your grocery list can feel <em>inspired!</em><br><meta charset=""utf-8""> <br>Handmade from full grain, high quality leather, and equipped with a Classic Large Moleskine notebook. Complete with a simple wraparound strap, it’s practical, beautiful, and built to last.<br><br><meta charset=""utf-8"">Looking for the ultimate gift for writers and creatives? Get this leather journal cover <a title=""Custom Gold Foil Monogramming"" href=""https://gladandyoungstudio.com/products/gold-foil-custom-stamping"">custom monogrammed in gold foil</a> with up to 3 initials. <br><br>Need an even bigger version? Check out our <a href=""https://gladandyoungstudio.com/products/strap-journal-marbled-neutral-large"" title=""Novel Journal"">Novel Journal</a>.<br><br>
</div>
<div class=""relative overflow-hidden sm_rounded-b-none rounded-xxl"">
<b>Features:</b><br><span>• Full grain vegetable tanned leather cover and strap<br><meta charset=""utf-8""> <b><br>Measures:</b></span><strong><b><br></b></strong><strong></strong>• Closed: <meta charset=""utf-8""> <meta charset=""utf-8"">5.75"" x 9.25”<br><span style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 0.875rem;"">• Open: </span><meta charset=""utf-8""> <meta charset=""utf-8""> <span style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 0.875rem;"">9.25” x 12”<br></span><span style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 0.875rem;"" class=""product-name fw-500 fs-36 lh-44 fs-lg-32 lh-lg-36"">• Includes a Moleskine Classic Large Notebook, </span><span style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 0.875rem;""></span><span style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 0.875rem;"" class=""d-block text-middle fs-18 fw-400 lh-34 fs-lg-20 lh-lh-28 second-name"">Hard Cover, Black (8.25"" x 5"")<br>• Ruled paper</span>
</div>
</section>
</div>
</div>
<p> </p>",Glad & Young Studio,Office Supplies > General Office Supplies > Paper Products > Notebooks & Notepads > Journals,,"Featured, Fun House, Limited, Screen Printed",False,Title,Fun House,,,,,,,,SP-JRN-FUN-S,515.961320875,shopify,continue,manual,105.0,,True,True,,,,,'97883627,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/Fun_House_Short_Story.png?v=1761028875,1.0,,False,Short Story Journal | Glad and Young Studio,"Full-grain natural leather journal cover for Moleskine Large Notebook. Handmade with great joy in Atlanta, GA. Follow along @gladandyoungstudio.",961.0,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/Fun_House_Short_Story.png?v=1761028875,oz,,23.82,active,"type:tincture, type:notebook, type:pen, silhouette:wrap, color:fun-house, material:leather, material:vegetable-tanned, material:gold, pattern:checked, use:gifting, use:work, intent:gift, intent:upgrade-wardrobe, need:durable, problem:last-minute-gift, price-tier:premium-81-200, stock:featured, attr:benefiting-southern-fried, attr:fried-queer-pride, attr:limited-edition-fun-house, attr:fun-house-collection, attr:southern-fried-queer, attr:short-story, ai-flag:schema-complete"
glad-young-hats,Glad & Young Hats!,,Glad & Young Studio,Apparel & Accessories > Clothing Accessories > Hats,,,False,Style,Yellow ATL,,,,,,,,HAT-ATLO,0.0,shopify,continue,manual,35.0,,True,True,,,,,'68453099,,,,False,,,,,,,,,,,,,,,,,,,,,,,lb,,9.15,active,"type:apparel-accessories-clothing-accessories, price-tier:mid-31-80, attr:young-studio, attr:glad, attr:young, attr:young-hats, attr:hats-glad, attr:accessories, ai-flag:needs-review"
passport-cover-fun-house,Passport Cover,"<p dir=""ltr""><span>Our limited-edition Fun House Collection by <a rel=""noopener"" title=""Meg Lewis"" href=""https://meglewis.com/"" target=""_blank"">Meg Lewis</a>,</span><span> benefiting </span><a rel=""noopener"" title=""Southern Fried Queer Pride"" href=""https://www.southernfriedqueerpride.com/"" target=""_blank""><span>Southern Fried Queer Pride</span></a><span>.</span></p>
<p dir=""ltr""><meta charset=""utf-8"">""Everything I create is a reflection of my values! A commitment to making a difference in the world by creating moments where joy and play thrive. Where curiosity is encouraged and human connection is mandatory."" —Meg Lewis!</p>
<p dir=""ltr""><span>———</span></p>
<div class=""u-pwa-content-group"">
<div class=""s-pwa-cms c-pwa-markdown"">
<p>Calling all world travelers! This passport holder is hand crafted from high quality vegetable tanned leather and designed with two card slots for easy access to your travel essentials while keeping your passport safe and secure.<span> </span>Make it shine with<span> </span><a title=""Custom gold foil stamping"" href=""https://gladandyoungstudio.com/products/gold-foil-custom-stamping"" target=""_blank"">custom gold foil monogramming</a>.</p>
</div>
<div class=""s-pwa-cms c-pwa-markdown"">
<ul>
<li>High quality leather</li>
<li>Two inner slip pockets</li>
</ul>
</div>
</div>
<div class=""u-pwa-content-group"">
<h3>Dimensions</h3>
<div class=""s-pwa-cms c-pwa-markdown"">
<ul>
<li>5.5""L, 5.25""W</li>
</ul>
</div>
</div>
<!---->",Glad & Young Studio,"Apparel & Accessories > Handbags, Wallets & Cases > Wallets & Money Clips > Travel Wallets",,"Accessories, Featured, Fun House, Limited, Screen Printed",False,Title,Fun House,,,,,,,,SP-PASS-FUN,0.0,shopify,continue,manual,77.0,,True,True,,,,,'07733995,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/PassportCover_YourBuddyMeg_1.png?v=1760468165,1.0,,False,Passport Cover | Glad and Young Studio,"Fun House Collection by Meg Lewis, benefiting Southern Fried Queer Pride. Leather passport holder with two card slots for easy access to your travel essentials.",2668.0,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/PassportCover_YourBuddyMeg_1.png?v=1760468165,lb,,,active,"type:wallet, type:handbag, type:passport-cover, color:fun-house, material:leather, material:vegetable-tanned, material:gold, use:travel, use:sport, intent:vacation-pack, intent:upgrade-wardrobe, intent:quick-outfit, intent:organize-essentials, need:organized, need:durable, problem:travel-size, price-tier:mid-31-80, stock:featured, attr:benefiting-southern-fried, attr:fried-queer-pride, attr:limited-edition-fun-house, attr:fun-house-collection, attr:southern-fried-queer, attr:benefiting-southern, ai-flag:schema-complete"
highly-classified-envelope-fun-house,Highly Classified Envelope,"<p dir=""ltr""><span>Our limited-edition Fun House Collection by <a href=""https://meglewis.com/"" title=""Meg Lewis"" rel=""noopener"" target=""_blank"">Meg Lewis</a>,</span><span> benefiting </span><a href=""https://www.southernfriedqueerpride.com/"" title=""Southern Fried Queer Pride"" rel=""noopener"" target=""_blank""><span>Southern Fried Queer Pride</span></a><span>.</span></p>
<p dir=""ltr""><meta charset=""utf-8"">""Everything I create is a reflection of my values! A commitment to making a difference in the world by creating moments where joy and play thrive. Where curiosity is encouraged and human connection is mandatory."" —Meg Lewis!</p>
<p dir=""ltr""><span>———</span></p>
<p><meta charset=""utf-8"">Some things in life are TOP SECRET. As in, keep your paws off my credit card, my debit card, my cash… but also, um… here’s my business card, have your people talk to my people. </p>
<ul>
<li>3.5 in wide, 2.75in tall</li>
<li>Full grain high quality vegetable tanned leather</li>
<li>Solid brass durable snap closure</li>
</ul>
<!---->",Glad & Young Studio,"Apparel & Accessories > Handbags, Wallets & Cases > Wallets & Money Clips > Wallets",,"Featured, Fun House, Limited, Screen Printed, Wallet",False,Title,Fun House,,,,,,,,SP-HCE-FUN,0.0,shopify,continue,manual,35.0,,True,True,,,,,'07275243,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/HighlyClassified_YourBuddyMeg_1.png?v=1760470040,1.0,,False,Highly Classified Envelope | Glad and Young Studio,"Our small but mighty leather envelope wallet, in our limited-edition Fun House print by Meg Lewis. Handmade with great joy in Atlanta, GA. Follow along @gladandyoungstudio. ",2668.0,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/HighlyClassified_YourBuddyMeg_1.png?v=1760470040,lb,,,active,"type:wallet, type:handbag, color:fun-house, material:leather, material:vegetable-tanned, material:brass, use:work, intent:upgrade-wardrobe, need:durable, price-tier:mid-31-80, stock:featured, attr:highly-classified-envelope, attr:benefiting-southern-fried, attr:fried-queer-pride, attr:limited-edition-fun-house, attr:fun-house-collection, attr:southern-fried-queer, ai-flag:schema-complete"
luggage-tag-fun-house,Luggage Tag,"<p dir=""ltr""><span>Our limited-edition Fun House Collection by <a rel=""noopener"" title=""Meg Lewis"" href=""https://meglewis.com/"" target=""_blank"">Meg Lewis</a>,</span><span> benefiting </span><a rel=""noopener"" title=""Southern Fried Queer Pride"" href=""https://www.southernfriedqueerpride.com/"" target=""_blank""><span>Southern Fried Queer Pride</span></a><span>.</span></p>
<p dir=""ltr""><meta charset=""utf-8"">""Everything I create is a reflection of my values! A commitment to making a difference in the world by creating moments where joy and play thrive. Where curiosity is encouraged and human connection is mandatory."" —Meg Lewis!</p>
<p dir=""ltr""><span>———</span></p>
<p>A leather luggage tag that's sure to soothe your wanderlust and will be the perfect companion when you take that much needed vacation.<br><br>Don't forget to add a little shine with our<span> </span><a href=""https://gladandyoungstudio.com/products/gold-foil-custom-stamping"" title=""gold foil stamping and customization product page"">gold foil stamping</a>. </p>
<p><strong>Measures:</strong><br></p>
<p>• 4.5in adjustable strap<br>• 2.75in wide, 4.5in tall </p>
<!---->",Glad & Young Studio,Luggage & Bags > Luggage Accessories > Luggage Tags,,"Accessories, Featured, Fun House, Limited, Screen Printed",False,Title,Fun House,,,,,,,,SP-LUG-FUN,0.0,shopify,continue,manual,48.0,,True,True,,,,,'06750955,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/LuggageTag_YourBuddyMeg_1.png?v=1760560569,1.0,,False,Luggage Tag | Glad and Young Studio,"Our handmade leather luggage tag, in our limited-edition Fun House pattern by Meg Lewis, benefiting Southern Fried Queer Pride. Follow along @gladandyoungstudio.",2668.0,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/LuggageTag_YourBuddyMeg_1.png?v=1760560569,lb,,,active,"type:luggage-tag, type:tincture, color:fun-house, material:leather, material:gold, use:travel, intent:vacation-pack, need:durable, price-tier:mid-31-80, stock:featured, attr:fried-queer-pride, attr:benefiting-southern-fried, attr:limited-edition-fun-house, attr:fun-house-collection, attr:southern-fried-queer, attr:benefiting-southern, ai-flag:schema-complete"
anybody-wallet-fun-house,Anybody Wallet (STUDIO SALE),"<p dir=""ltr""><span>Our limited-edition Fun House Collection by <a href=""https://meglewis.com/"" title=""Meg Lewis"" rel=""noopener"" target=""_blank"">Meg Lewis</a>,</span><span> benefiting </span><a href=""https://www.southernfriedqueerpride.com/"" title=""Southern Fried Queer Pride"" rel=""noopener"" target=""_blank""><span>Southern Fried Queer Pride</span></a><span>.</span></p>
<p dir=""ltr""><meta charset=""utf-8"">""Everything I create is a reflection of my values! A commitment to making a difference in the world by creating moments where joy and play thrive. Where curiosity is encouraged and human connection is mandatory."" —Meg Lewis!</p>
<p dir=""ltr""><span>———</span></p>
<p dir=""ltr""><meta charset=""utf-8""><span>The Anybody Wallet is a classic, perfect for anyone who needs to carry a few cards in style. </span></p>
<p><strong>Features:</strong><br>• Vegetable tanned leather<br>• 6 card slots</p>
<p><strong>Measures:</strong><br>• 3in x 4in closed<br>• 6in x 4in open</p>",Glad & Young Studio,"Apparel & Accessories > Handbags, Wallets & Cases > Wallets & Money Clips > Wallets",Wallets,"Featured, Fun House, Limited, Screen Printed, Wallet",False,Title,Fun House,,,,,,,,SP-ABW-FUN,0.0,shopify,continue,manual,69.0,,True,True,,,,,'05112555,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/AnybodyWallet_YourBuddyMeg_1.png?v=1760560638,1.0,,False,Anybody Wallet | Glad and Young Studio,"Handmade leather Anybody Wallet, in our limited-edition Fun House print by Meg Lewis, benefiting Southern Fried Queer Pride. Follow along @gladandyoungstudio.",2668.0,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/AnybodyWallet_YourBuddyMeg_1.png?v=1760560638,lb,,,active,"type:wallet, type:handbag, type:pen, color:fun-house, material:leather, material:vegetable-tanned, use:everyday, need:organized, need:durable, price-tier:mid-31-80, stock:featured, attr:fried-queer-pride, attr:benefiting-southern-fried, attr:limited-edition-fun-house, attr:fun-house-collection, attr:southern-fried-queer, attr:benefiting-southern, ai-flag:schema-complete"
party-starter-wine-tote-fun-house,Party Starter Wine Tote,"<p dir=""ltr""><span>Our limited-edition Fun House Collection by <a href=""https://meglewis.com/"" title=""Meg Lewis"" rel=""noopener"" target=""_blank"">Meg Lewis</a>,</span><span> benefiting </span><a href=""https://www.southernfriedqueerpride.com/"" title=""Southern Fried Queer Pride"" rel=""noopener"" target=""_blank""><span>Southern Fried Queer Pride</span></a><span>.</span></p>
<p dir=""ltr""><meta charset=""utf-8"">""Everything I create is a reflection of my values! A commitment to making a difference in the world by creating moments where joy and play thrive. Where curiosity is encouraged and human connection is mandatory."" —Meg Lewis!</p>
<p dir=""ltr""><span>———</span></p>
<p dir=""ltr"">Welcome in the festivities with our Party Starter Wine Tote! Crafted from vegetable tanned leather, it's the perfect accessory to carry two bottles of your favorite vino. <br><br><strong>Features: </strong><br>• High quality vegetable tanned leather exterior <br>• Flap closure lined in contrasting leather suede<br>• Side sleeve to hold your wine key <br>• Solid Brass dual magnetic closures <br>• Vegetable tanned leather handle<br>• Interior leather divider <br>• Solid brass feet <br><br><strong>Measures:</strong> <br>• 13in tall <br>• 8in wide<br>• 5.5in strap drop</p>",Glad & Young Studio,"Apparel & Accessories > Handbags, Wallets & Cases > Handbags",Bag,"Bag, Featured, Fun House, Limited, Screen Printed",False,Title,Fun House,,,,,,,,SP-PSWT-FUN,510.29141625,shopify,continue,manual,225.0,,True,True,,,,,'04850411,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/PartyStarterWineTote_YourBuddyMeg_1.png?v=1760560712,1.0,,False,Party Starter Wine Tote | Glad and Young Studio,"Our colorful leather wine tote! Handmade from vegetable tanned leather, it's the perfect accessory to carry two bottles of your favorite vino. Follow along @gladandyoungstudio.",,,,,,,,,,,,True,,,,,,,,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/PartyStarterWineTote_YourBuddyMeg_1.png?v=1760560712,oz,,120.0,active,"type:tote, type:wallet, type:handbag, color:fun-house, material:leather, material:vegetable-tanned, material:suede, material:brass, use:home-decor, use:entertaining, use:social-drinking, intent:upgrade-wardrobe, need:durable, price-tier:luxury-200-plus, stock:featured, attr:benefiting-southern-fried, attr:fried-queer-pride, attr:limited-edition-fun-house, attr:fun-house-collection, attr:southern-fried-queer, attr:benefiting-southern, ai-flag:schema-complete"
gumball-keychain-fun-house,Gumball Keychain,"<p dir=""ltr""><span>Our limited-edition Fun House Collection by <a rel=""noopener"" title=""Meg Lewis"" href=""https://meglewis.com/"" target=""_blank"">Meg Lewis</a>,</span><span> benefiting </span><a rel=""noopener"" title=""Southern Fried Queer Pride"" href=""https://www.southernfriedqueerpride.com/"" target=""_blank""><span>Southern Fried Queer Pride</span></a><span>.</span></p>
<p dir=""ltr""><meta charset=""utf-8"">""Everything I create is a reflection of my values! A commitment to making a difference in the world by creating moments where joy and play thrive. Where curiosity is encouraged and human connection is mandatory."" —Meg Lewis!</p>
<p dir=""ltr""><span>————</span></p>
<p dir=""ltr"">Add a pop of fun to your day with our die cut gumball keychain, handcrafted from vegetable-tanned leather and finished with iridescent red foil.</p>
<p class="""" data-end=""470"" data-start=""341"">✨ $10 from every keychain sold goes directly to <strong data-end=""409"" data-start=""389"">Southern Fried Queer Pride</strong>, supporting their work in<span> empowering Black queer and QTPOC centered communities in the South, through the arts.</span></p>
<table cellspacing=""0"" cellpadding=""0"" class=""jmjoTe wHYlTd"">
<tbody>
<tr class=""mslg dmenKe"">
<td class=""cIkxbf""></td>
</tr>
</tbody>
</table>",Glad & Young Studio,Apparel & Accessories > Handbag & Wallet Accessories > Keychains,Keychain,"Accessories, Featured, Fun House, Limited",False,Title,Fun House,,,,,,,,KEY-FUN,0.0,shopify,continue,manual,16.0,,True,True,,,,,'04621035,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/Keychain_YourBuddyMeg_1.png?v=1760560795,1.0,,False,Gumball Keychain | Glad and Young Studio,"The cutest die cut gumball keychain, handcrafted from vegetable-tanned leather and finished with iridescent red foil. In collaboration with Meg Lewis, benefiting SFQP. ",175.0,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/Keychain_YourBuddyMeg_1.png?v=1760560795,lb,,,active,"type:wallet, type:handbag, type:keychain, color:fun-house, material:leather, use:work, need:durable, price-tier:budget-0-30, stock:featured, attr:limited-edition-fun-house, attr:fun-house-collection, attr:house-collection, attr:benefiting-southern-fried, attr:fried-queer-pride, attr:meg-lewis, ai-flag:schema-complete"
daisy-wallet-fun-house,Daisy Wallet (STUDIO SALE),"<p dir=""ltr""><span>Our limited-edition Fun House Collection by <a rel=""noopener"" title=""Meg Lewis"" href=""https://meglewis.com/"" target=""_blank"">Meg Lewis</a>,</span><span> benefiting </span><a rel=""noopener"" title=""Southern Fried Queer Pride"" href=""https://www.southernfriedqueerpride.com/"" target=""_blank""><span>Southern Fried Queer Pride</span></a><span>.</span></p>
<p dir=""ltr""><meta charset=""utf-8"">""Everything I create is a reflection of my values! A commitment to making a difference in the world by creating moments where joy and play thrive. Where curiosity is encouraged and human connection is mandatory."" —Meg Lewis!</p>
<p dir=""ltr""><span>———</span></p>
<p>Say hello to Daisy—our large wallet that’s equal parts fun and functional.</p>
<p>Featuring our signature scalloped edge, a bold contrasting interior zipper, and a D-ring made for pairing with our <a href=""https://gladandyoungstudio.com/collections/wristlet-strap"">wristlet strap</a>, this wallet is ready for anything. It’s roomy enough to carry as a clutch for a night out, but slim enough to toss into your everyday bag. <br></p>
<p>If you need something a more compact, check out our <a href=""https://gladandyoungstudio.com/products/true-love-dot-wallet?_pos=1&amp;_sid=d4e7caa15&amp;_ss=r"">Dot Wallet</a>.  </p>
<p><strong>Features:</strong></p>
<ul>
<li>Full grain vegetable tanned leather</li>
<li>4 standard card slots (holds 4-12 cards)</li>
<li>Contrasting teal zipper</li>
<li>D-ring</li>
</ul>
<p><meta charset=""utf-8""><span data-sheets-root=""1""><strong>Dimensions:</strong></span></p>
<ul>
<li><span data-sheets-root=""1""><meta charset=""utf-8"">External Dimensions - 7.75"" x 4.5""</span></li>
<li><span data-sheets-root=""1"">Rear pocket 7"" x 4""</span></li>
<li><span data-sheets-root=""1""><meta charset=""utf-8"">Zipper pocket 4” deep with zipper opening of 6”</span></li>
</ul>",Glad & Young Studio,"Apparel & Accessories > Handbags, Wallets & Cases > Wallets & Money Clips > Wallets",,"Featured, Fun House, Limited, Screen Printed, Wallet",False,Title,Fun House,,,,,,,,SP-DAIS-FUN,141.747615625,shopify,continue,manual,135.0,,True,True,,,,,'04162283,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/Daisy_YourBuddyMeg_1.png?v=1760560955,1.0,,False,Daisy Wallet — Glad and Young Studio,"Say hello to Daisy—our large wallet that’s equal parts fun and functional. In our limited-edition print by Meg Lewis, benefiting Southern Fried Queer Pride. ",2668.0,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/Daisy_YourBuddyMeg_1.png?v=1760560955,oz,,25.85,active,"type:clutch, type:wristlet, type:wallet, color:fun-house, material:leather, material:vegetable-tanned, pattern:checked, use:everyday, use:home-decor, use:outdoor, intent:statement-piece, intent:quick-outfit, intent:organize-essentials, need:compact, need:organized, need:durable, price-tier:premium-81-200, stock:featured, attr:benefiting-southern-fried, attr:fried-queer-pride, attr:southern-fried-queer, attr:limited-edition-fun-house, attr:fun-house-collection, attr:benefiting-southern, ai-flag:schema-complete"
