Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Shown on Collection Page (product.metafields.custom.shown_on_collection_page),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Color Family (product.metafields.product.color_family),Style Family (product.metafields.product.style_name),Product rating count (product.metafields.reviews.rating_count),Color (product.metafields.shopify.color-pattern),Target gender (product.metafields.shopify.target-gender),Theme (product.metafields.shopify.theme),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status,generated_tags
red-cap-cards-herring-sticker-1,Red Cap Cards - Herring sticker,"
 * Illustrated by Emily Isabella 
 * Approximately 3.6892 in x 1.4304 in 
 * White Matte Vinyl Sticker Material ",Red Cap Cards,,,Stickers,False,Packaging,Single,,,,,,,,RCC-HERR,0.0,shopify,deny,manual,4.0,,True,True,,,,,'20694507,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/dfdb757f0cc1dc6807905d273bac0531c3bca7ed5d6dfcbbd3721fdd694c645b_b3e95b87-e5e6-4a3a-9ed5-b7e60a4c583a.jpg?v=1770053343,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,oz,,2.0,active,"type:ring, type:sticker, use:everyday, price-tier:budget-0-30, attr:red-cap-cards, attr:white-matte-vinyl, attr:material-red-cap, attr:cap-cards, attr:red-cap, attr:cards, ai-flag:schema-complete"
red-cap-cards-oh-merde-sticker,Red Cap Cards - Oh Merde sticker,"
 * Illustrated by Christian Robinson 
 * Approximately 2.4649 in x 3.5649 in 
 * White Matte Vinyl Sticker Material ",Red Cap Cards,,,Stickers,False,Packaging,Single,,,,,,,,RCC-MERD,0.0,shopify,deny,manual,4.0,,True,True,,,,,'50145003,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/8b1c0d848b3673c0e047ec678b3351620299c624729aaeae79df07b51b78faa8.jpg?v=1770051624,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,oz,,2.0,active,"type:sticker, use:everyday, price-tier:budget-0-30, attr:red-cap-cards, attr:white-matte-vinyl, attr:material-red-cap, attr:cap-cards, attr:red-cap, attr:cards, ai-flag:schema-complete"
red-cap-cards-dog-bless-sticker,Red Cap Cards - Dog Bless sticker,"
 * Illustrated by Katie Benn 
 * Approximately 3.5294 in x 2.6471 in 
 * Glossy Glitter Sticker Material ",Red Cap Cards,,,Stickers,False,Packaging,Single,,,,,,,,RCC-BLESS,0.0,shopify,deny,manual,5.0,,True,True,,,,,'49915627,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/e214aa51b6f47dd5f3038d8768616be69dc8447d2e7bd7c7683ccfd34ee59d7d.jpg?v=1770051619,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,oz,,2.5,active,"type:sticker, use:everyday, price-tier:budget-0-30, attr:red-cap-cards, attr:material-red-cap, attr:cap-cards, attr:red-cap, attr:cards, attr:approximately, ai-flag:schema-complete"
inviting-affairs-paperie-cowgirl-smokin-sticker,inviting affairs paperie - Cowgirl Smokin Sticker,"Smokin Cowgirl offers a Western-style flair perfect for embellishing your journal, laptop, phone case, water bottle, Kindle, and so much more. These smooth, thick, and durable die-cut stickers, uniquely designed in Austin by a women-owned business, are crafted in the USA. As a top-rated wholesaler, they ensure fast shipping and premium quality. Each sticker has a longest edge of 3 inches and is made from premium waterproof vinyl, promising durability. Available in case sizes of 6, these unique designs open up endless possibilities for creative decoration.

- Longest edge measures 3 inches.
- Made from premium waterproof vinyl.
- Highly durable.
- Available in case size of 6.

",inviting affairs paperie,,,Stickers,False,Title,Default Title,,,,,,,,IAP-CWGRL,1.0,shopify,deny,manual,4.0,,True,True,,,,,'48899819,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/43a6e7f1a077eb17e3c7e1658eb8062ec02aab32dd16f7c158f4257f7ed2d9f5.png?v=1770051491,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,g,,2.0,active,"type:phone, type:laptop, type:water-bottle, use:work, use:home-decor, intent:statement-piece, intent:upgrade-wardrobe, need:durable, need:waterproof, price-tier:budget-0-30, attr:smokin-cowgirl-offers, attr:western-style-flair-perfect, attr:cowgirl-smokin, attr:designed, attr:premium, attr:water, ai-flag:schema-complete"
inviting-affairs-paperie-lets-go-girls-pink-boot-sticker,inviting affairs paperie - Let's Go Girls Pink Boot Sticker,"Hey trendsetters! Get ready to kick up some dust with our Let's Go Girls Pink Boot Sticker, inspired by the legendary Dolly Parton herself! Designed right here in the vibrant city of Austin, Texas, this little gem is a true testament to Western flair and unstoppable girl power. Our stickers are proudly printed in the USA by a woman-owned business that knows a thing or two about quality and style. These die-cut beauties are crafted from premium weather-resistant vinyl, making them thick, durable, and ready to ride through any adventure. Whether you're jazzing up your journal, decking out your laptop, or personalizing your water bottle, these crushworthy stickers are the perfect addition.  Yup, you'll be flaunting your new fave accessory in no time. As a top shop and sticker wholesaler, we deliver nothing but the best for those who appreciate a touch of luxury and  exclusivity in their stationery and gift collections. So, saddle up and and let's go, Girls!

- Longest edge measures 3 inch",inviting affairs paperie,,,Stickers,False,Title,Default Title,,,,,,,,IAP-LGG,1.0,shopify,deny,manual,4.0,,True,True,,,,,'48867051,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/4fcd6fc61fb9e539eba774a78ca933457adde31045d1b4fb62c736c40c97fbfc.png?v=1770051486,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,g,,2.0,active,"type:boot, type:laptop, type:water-bottle, pattern:printed, use:gifting, use:work, use:outdoor, intent:gift, intent:upgrade-wardrobe, intent:treat-yourself, need:durable, problem:last-minute-gift, price-tier:budget-0-30, attr:hey-trendsetters, attr:girls-pink, attr:designed, attr:premium, feature:resistant, attr:water, ai-flag:schema-complete"
inviting-affairs-paperie-i-will-cause-problems-on-purpose-goose-sticker,inviting affairs paperie - I Will Cause Problems on Purpose Goose Sticker,"Add a little playful chaos to your life with this hilarious “I Will Cause Problems on Purpose” goose sticker. Featuring a mischievous goose wearing a tiny crown and ribbon bow, this bold and adorable design is perfect for anyone who embraces a bit of silly troublemaking energy.

Printed on durable, waterproof vinyl, this sticker is ideal for water bottles, laptops, journals, phone cases, coolers, and more. A perfect impulse-buy item for gift shops, stationery boutiques, and anyone who loves funny, personality-filled stickers.

Great For:
• Gift shops &amp; stationery boutiques
• Students &amp; creatives
• Nature lovers &amp; animal fans
• Humor lovers &amp; chaotic goblin-core fans
• Subscription boxes &amp; small gift add-ons

Details:
• Approx. Size: 3 x 3 inches
• Premium waterproof vinyl
• Scratch-resistant &amp; fade-proof
• Matte finish
• Original illustrated artwork

A delightfully chaotic sticker that brings charm, humor, and a bit of goose energy everywhere it goes.",inviting affairs paperie,,,Stickers,False,Title,Default Title,,,,,,,,IAP-IWCP,1.0,shopify,deny,manual,4.0,,True,True,,,,,'48768747,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/65ed72c96da442b99839009ee5b572efb45a016d6a606552f320f64598a2b7dc.jpg?v=1770051482,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,g,,2.0,active,"type:ring, type:phone, type:laptop, pattern:printed, use:gifting, use:work, use:outdoor, intent:gift, intent:statement-piece, need:durable, need:waterproof, problem:last-minute-gift, price-tier:budget-0-30, attr:problems-on-purpose, attr:inviting-affairs-paperie, attr:playful-chaos, attr:purpose-goose, attr:problems, attr:premium, ai-flag:schema-complete"
inviting-affairs-paperie-extra-slutty-olive-oil-sticker-funny-kitchen-vinyl-sticker,inviting affairs paperie - Extra Slutty Olive Oil Sticker – Funny Kitchen Vinyl Sticker,"A little bold. A little spicy. A lot extra. 🫒
Our Extra Slutty Olive Oil Sticker brings humor and charm straight to your pantry—or your water bottle! This retro-style design features a floral olive oil bottle with a sassy twist, perfect for food lovers, home cooks, and anyone who appreciates a good laugh in the kitchen.

Designed in Austin, TX, this durable vinyl sticker makes a fun gift for your foodie friend, chef crush, or that person who can’t resist a drizzle of drama with their dressing.

Crafted from thick, waterproof vinyl with a smooth finish, this sticker is built to last. Designed in Austin, Texas by a women-owned business and proudly printed in the USA.

Key Features:

Measures 3"" at the longest edge

Made from premium waterproof, weatherproof, and UV-resistant vinyl

Scratch-resistant and highly durable

Case size: 6

Designed in Austin, TX

Printed in the USA



Women-Owned, Small Batch, Made in USA, Water Bottle Sticker, Trendy Gifts, Fun &amp; Quirky, Best Seller, Pop Culture, Cute Aesthetic

",inviting affairs paperie,,,Stickers,False,Title,Default Title,,,,,,,,IAP-ESOO,28.349523125,shopify,deny,manual,4.0,,True,True,,,,,'48703211,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/e8628a0e7d3a80f67a5bd74fef0cc67d0de9aed85c33560f1716f625898f8ce3.png?v=1770051477,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,oz,,2.0,active,"type:dress, type:ring, type:tincture, pattern:floral, pattern:printed, use:gifting, use:work, use:home-decor, intent:gift, intent:statement-piece, need:durable, need:waterproof, problem:last-minute-gift, price-tier:budget-0-30, attr:extra-slutty-olive, attr:designed-in-austin, attr:slutty-olive, attr:extra-slutty, attr:designed, attr:premium, ai-flag:schema-complete"
inviting-affairs-paperie-ambition-sticker-inspired-by-dolly-parton,inviting affairs paperie - Ambition Sticker Inspired by Dolly Parton,"Add a touch of charm and inspiration to your everyday items with our Dolly Parton Ambition Vinyl Sticker! Made from thick, durable, and premium waterproof vinyl, this sticker is built to withstand scratches, water, and sunlight, ensuring long-lasting quality.

Celebrate Dolly Parton, the Queen of Country, with this trendy design that perfectly captures her ambition and personality. Whether you're decorating your water bottle, laptop, phone case, journal, Kindle, or car, this cute and funny sticker adds a fun, personal touch to any surface.

Proudly designed in Austin, Texas, by a women-owned business and printed in the USA, each die-cut sticker reflects top-tier American craftsmanship. As a top-rated sticker wholesaler, we guarantee fast shipping so you can enjoy your new favorite accessory without delay. Perfect for Dolly fans and anyone looking to elevate their style with a bit of country flair!

Longest edge is 3 inches
Premium Waterproof Vinyl 
Durable
Case size of 6",inviting affairs paperie,,,Stickers,False,Title,Default Title,,,,,,,,IAP-AMB,1.0,shopify,deny,manual,4.0,,True,True,,,,,'48637675,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/2c51352cfee7f899c6efd8c79cfb0803798922cd9f4051ca3d26f660897fc48b.png?v=1770051473,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,g,,2.0,active,"type:t-shirt, type:ring, type:phone, pattern:printed, use:work, use:everyday, use:home-decor, intent:upgrade-wardrobe, intent:quick-outfit, need:durable, need:waterproof, price-tier:budget-0-30, attr:charm-and-inspiration, attr:inviting-affairs-paperie, attr:dolly-parton, attr:parton-ambition-vinyl, attr:dolly-parton-add, attr:designed, ai-flag:schema-complete"
inviting-affairs-paperie-menace-to-society-sticker,inviting affairs paperie - Menace to Society Sticker,"Introducing the Menace to Society Sticker – bold, cheeky, and made to stand out.
This vibrant die-cut sticker is perfect for adding a little rebellious charm to your water bottle, laptop, phone case, Kindle, planner, or anywhere you want to make a statement.

Crafted from premium, waterproof vinyl, it’s thick, durable, and UV resistant—built to keep its color and attitude over time. Designed in Austin, Texas by a women-owned business and proudly printed in the USA, it’s the perfect blend of quality and personality.

Measures 3"" on the longest edge

Made from durable, waterproof, UV-resistant vinyl

Case size: 6

Printed in the USA

A must-have for sticker collectors, sass lovers, and anyone embracing their inner menace (with style).

",inviting affairs paperie,,,Stickers,False,Title,Default Title,,,,,,,,IAP-MENA,1.0,shopify,deny,manual,4.0,,True,True,,,,,'48604907,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/d6f89f5563b8e7643d9cfa046c4a8275c1fffd060afc68d3d4137952336c74e9.png?v=1770051469,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,g,,2.0,active,"type:phone, type:laptop, type:water-bottle, pattern:printed, use:work, intent:statement-piece, intent:upgrade-wardrobe, need:durable, need:waterproof, price-tier:budget-0-30, attr:inviting-affairs-paperie, attr:menace-to-society, attr:society, attr:inviting-affairs, attr:affairs-paperie, attr:designed, ai-flag:schema-complete"
inviting-affairs-paperie-literally-just-a-girl-puppy,inviting affairs paperie - Literally Just a Girl Puppy,"Introducing theLiterally Just a Girl Puppy!

These vibrant stickers, perfect for personalizing your journals, laptops, phone cases, water bottles, Kindles, planners, and so much more. Crafted from durable, premium waterproof vinyl, these stickers are UV resistant, ensuring they remain bright and fun for a long time.

These exclusive designs, created by a women-owned business, are made in the USA and offer endless possibilities for customization. As a top-rated vendor on Faire, known for unique and trending products, you can trust the quality and originality of these stickers.

Key Features:
- Measures 3 inches at the longest point.
- Made from premium waterproof and durable vinyl.
- Comes in a case size of 6.
- Proudly made in the USA.",inviting affairs paperie,,,Stickers,False,Title,Default Title,,,,,,,,IAP-PUP,1.0,shopify,deny,manual,4.0,,True,True,,,,,'48572139,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/e68c717c6794a086cd09ae4abaf41367bb5136e3c78bd7772d6c2cd5d2dedc9c.png?v=1770051465,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,g,,2.0,active,"type:ring, type:phone, type:laptop, use:work, intent:statement-piece, intent:upgrade-wardrobe, need:durable, need:waterproof, price-tier:budget-0-30, attr:girl-puppy-introducing, attr:puppy-introducing-theliterally, attr:girl-puppy, attr:puppy-introducing, attr:introducing-theliterally, attr:girl, ai-flag:schema-complete"
inviting-affairs-paperie-ask-me-about-my-trinkets-sticker-quirky-raccoon-collectible,inviting affairs paperie - Ask Me About My Trinkets Sticker –Quirky Raccoon Collectible,"Our Ask Me About My Trinkets Sticker features a cheeky raccoon decked out in necklaces, keychains, and shopping bags full of treasures, proudly showing off its quirky collection. Bright, retro-inspired colors give this design a bold, playful vibe that stands out anywhere you stick it.

Made from durable vinyl, this sticker is weather-resistant and perfect for water bottles, laptops, journals, and more.

Size: 3"" on the longest edge

Material: high-quality, weather-resistant vinyl

Designed in Austin, TX

Printed in the USA

This collector’s edition sticker is ideal for trinket lovers, raccoon fans, and anyone who appreciates a dash of sass and personality in their sticker collection.


Women-Owned, Small Batch, Made in USA, Water Bottle Sticker, Trendy Gifts, Fun &amp; Quirky, Best Seller, Pop Culture, Cute Aesthetic

",inviting affairs paperie,,,Stickers,False,Title,Default Title,,,,,,,,IAP-TRNKT,1.0,shopify,deny,manual,4.0,,True,True,,,,,'48506603,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/69d0b7cdafae2d130ef075a79950ea41c9fecc894bb7ecfd07ce5935892c47e7.png?v=1770051460,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,g,,2.0,active,"type:keychain, type:necklace, type:laptop, pattern:printed, use:gifting, use:work, intent:gift, intent:statement-piece, intent:upgrade-wardrobe, need:durable, problem:last-minute-gift, price-tier:budget-0-30, attr:cheeky-raccoon-decked, attr:inviting-affairs-paperie, attr:full-of-treasures, attr:proudly-showing, attr:features-a-cheeky, attr:designed, ai-flag:schema-complete"
inviting-affairs-paperie-diet-coke-fridge-pack-sticker,inviting affairs paperie - Diet Coke Fridge Pack Sticker,"For the true Diet Coke lover! This fun retro-inspired sticker features a six-pack of Diet Coke cans in a bold pink and red box design. Perfect for water bottles, laptops, coolers, or journals, it’s a cheeky nod to everyone’s favorite bubbly pick-me-up. 

A fridge cigarette"" is a trendy slang term for an ice-cold can of Diet Coke, that people drink during a break as a substitute for a traditional smoke break. The term gained popularity on social media platforms like TikTok and refers to the ritual of opening and sipping a cold soda to provide a moment of relief, a pick-me-up, or a short, symbolic pause in a busy day. 

Sized at 3"", this vinyl sticker is waterproof, weatherproof, and durable for everyday use.

Crafted from thick, waterproof vinyl with a smooth finish, this sticker is built to last. Designed in Austin, Texas by a women-owned business and proudly printed in the USA.

Key Features:

Measures 3"" at the longest edge

Made from premium waterproof, weatherproof, and UV-resistant vinyl

Scratch-resista",inviting affairs paperie,,,Stickers,False,Title,Default Title,,,,,,,,IAP-PACK,1.0,shopify,deny,manual,4.0,,True,True,,,,,'48473835,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/bf4aa19666e9d594ce9ca9f83e96dc1966d3d5aca1f4292862f0e125ea06d184.png?v=1770051455,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,g,,2.0,active,"type:ring, type:laptop, type:water-bottle, pattern:printed, use:work, use:everyday, intent:statement-piece, intent:quick-outfit, need:durable, need:waterproof, price-tier:budget-0-30, attr:diet-coke-lover, attr:true-diet-coke, attr:diet-coke, attr:coke-fridge-pack, attr:diet-coke-fridge, attr:true-diet, ai-flag:schema-complete"
inviting-affairs-paperie-this-sh-t-is-really-getting-bananas-sticker,inviting affairs paperie - This Sh*t Is Really Getting Bananas Sticker,"When life gets chaotic, say it with bananas. This “This Sh*t Is Really Getting Bananas” vinyl sticker is the perfect funny, relatable decal for customers who love bold humor and quirky vibes. Featuring a bright banana bunch and hand-lettered text, it’s a standout sticker for water bottles, laptops, notebooks, phone cases, and more. Crafted from thick, waterproof vinyl with a smooth finish, this sticker is built to last. Designed in Austin, Texas by a women-owned business and proudly printed in the USA.

Key Features:

Measures 3"" at the longest edge

Made from premium waterproof, weatherproof, and UV-resistant vinyl

Scratch-resistant and highly durable

Case size: 6

Designed in Austin, TX

Printed in the USA

Perfect for gift shops, gag gifts, stocking stuffers, and anyone who thrives on fun + snarky humor.

Women-Owned, Small Batch, Made in USA, Water Bottle Sticker, Trendy Gifts, Fun &amp; Quirky, Best Seller, Pop Culture, Cute Aesthetic",inviting affairs paperie,,,Stickers,False,Title,Default Title,,,,,,,,IAP-BAN,1.0,shopify,deny,manual,4.0,,True,True,,,,,'48441067,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/3e6a1686faebdb756f323fa908208bad891183d1ec3da64889e786cec8d15ee9.jpg?v=1770051450,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,g,,2.0,active,"type:ring, type:phone, type:laptop, pattern:printed, use:gifting, use:work, intent:gift, intent:statement-piece, need:durable, need:waterproof, problem:last-minute-gift, price-tier:budget-0-30, attr:life-gets-chaotic, attr:inviting-affairs-paperie, attr:affairs-paperie, attr:designed-in-austin, attr:bananas, attr:inviting-affairs, ai-flag:schema-complete"
inviting-affairs-paperie-sorry-i-m-late-i-was-dilly-dallying-sticker,inviting affairs paperie - Sorry I’m Late I Was Dilly Dallying Sticker,"Sorry I’m late… I was dilly dallying 🍓💖 This “Sorry I’m Late I Was Really Dallying” vinyl sticker is a sweet, pun-filled delight featuring charming strawberries, bows, and soft pink florals. Perfect for lovers of cottagecore vibes, wordplay, and cute aesthetics, this sticker adds a playful touch to water bottles, laptops, planners, notebooks, and gift wrap. Made from thick, premium waterproof vinyl, it’s durable enough for everyday use while staying irresistibly cute. Designed in Austin, Texas by a women-owned business and proudly printed in the USA.

Key Features:

Measures 3"" at the longest edge

Made from premium waterproof, weatherproof, and UV-resistant vinyl

Scratch-resistant and long-lasting

Case size: 6

Designed in Austin, TX

Printed in the USA

Perfect for gift shops, stationery lovers, strawberry enthusiasts, and anyone who appreciates a clever pun with a soft, whimsical aesthetic.

Tags/Keywords: Women-Owned, Made in USA, Cute Sticker, Strawberry Sticker, Cottagecore Gifts, Pun Sticker, Water",inviting affairs paperie,,,Stickers,False,Title,Default Title,,,,,,,,IAP-DILLY,1.0,shopify,deny,manual,4.0,,True,True,,,,,'48211691,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/cb829bc99f4f4b5ff23f59ef018b449412187c5b56ad8be059145ec321e0dcab.jpg?v=1770051446,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,g,,2.0,active,"type:ring, type:laptop, type:water-bottle, silhouette:wrap, pattern:floral, pattern:printed, use:gifting, use:work, use:everyday, intent:gift, intent:quick-outfit, need:durable, need:comfortable, need:waterproof, problem:last-minute-gift, price-tier:budget-0-30, attr:dilly-dallying, attr:late, attr:pun-filled-delight, attr:designed, attr:premium, feature:resistant, ai-flag:schema-complete"
apply-stickers-snake-iron-by-jeffrey-gibson-iron-on-patch,Apply Stickers - Snake Iron by Jeffrey Gibson - Iron-On Patch,"IN TIME YOU’LL BE FINE (Detail), 2023.

 * 1 Iron-on patch (2.47 in x 3.5 in), embroidery on felt with an embroidered edge. 10 thread colors. Designed with &lt;3 in NY. Made in Pakistan. 

To learn more about Jeffrey Gibson check out @jeffrune on IG.

© 2025 Jeffrey Gibson.


",Apply Stickers,,,Stickers,False,Title,Default Title,,,,,,,,AS-P-SNK,0.28349523125,shopify,deny,manual,14.0,,True,True,,,,,'41887467,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/03aaf34aa30638095fe20e9a0c3d728ca4340d5768cf350c95e593daa2a380a1.png?v=1770051265,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,oz,,7.0,active,"type:sticker, pattern:checked, pattern:embroidered, use:everyday, price-tier:budget-0-30, attr:iron-on-patch, attr:snake-iron, attr:ll-be-fine, attr:time-you-ll, attr:iron-on, attr:jeffrey-gibson, ai-flag:schema-complete"
apply-stickers-i-ill-think-about-it-by-roy-lichtenstein-iron-on-patch,Apply Stickers - I...I'll Think About It! by Roy Lichtenstein - Iron-On Patch,"I... I’ll Think About It! (Detail), 1965.

 * 1 Iron-on patch (2.54 in x 2.75 in), chenille with an embroidered edge. Designed with &lt;3 in NY. Made in Pakistan. 

2025 © Estate of Roy Lichtenstein.


",Apply Stickers,,,Stickers,False,Title,Default Title,,,,,,,,AS-P-ITAI,0.28349523125,shopify,deny,manual,14.0,,True,True,,,,,'41133803,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/5a0827fce96faaf655e808c2f6523802d29f69a4639a7978dcb524d7b84dbe5c.png?v=1770051260,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,oz,,7.0,active,"type:sticker, pattern:embroidered, use:everyday, price-tier:budget-0-30, attr:iron-on-patch, attr:roy-lichtenstein, attr:iron-on, attr:lichtenstein, attr:apply, attr:patch, ai-flag:schema-complete"
apply-stickers-you-must-follow-the-sun-by-jeffrey-gibson-iron-on-patch,Apply Stickers - You Must Follow the Sun by Jeffrey Gibson - Iron-On Patch,"TRY A LITTLE TENDERNESS (Detail), 2023.

 * 1 Iron-on patch (2.76 in x 3 in), embroidery on felt with an embroidered edge. 5 thread colors. Designed with &lt;3 in NY. Made in Pakistan.

To learn more about Jeffrey Gibson, check out @jeffrune on IG.

© 2025 Jeffrey Gibson.


",Apply Stickers,,,Stickers,False,Title,Default Title,,,,,,,,AS-P-YMFTS,0.28349523125,shopify,deny,manual,14.0,,True,True,,,,,'40937195,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/cd9230e94a37557854a499f24b192d1efb5896ac4e72d0f5533ee69341806272.png?v=1770051256,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,oz,,7.0,active,"type:sticker, pattern:checked, pattern:embroidered, use:everyday, price-tier:budget-0-30, attr:iron-on-patch, attr:follow-the-sun, attr:jeffrey-gibson, attr:iron-on, attr:gibson, attr:detail, ai-flag:schema-complete"
apply-stickers-i-love-smut-snail-by-apply-die-cut-sticker-bookish,Apply Stickers - I Love Smut Snail by Apply - Die-Cut Sticker (Bookish),"Guilty pleasures...

1 die-cut sticker (2.5 x 2.60 in.), digitally printed on premium vinyl. Dishwasher safe. Made with &lt;3 in the USA.

© Apply Stickers, Inc.
",Apply Stickers,,,Stickers,False,Title,Default Title,,,,,,,,AS-SNAIL,0.28349523125,shopify,deny,manual,5.0,,True,True,,,,,'40707819,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/2f56a8badcd110effe7e7175b1dcfb8dbe42268d1def908ff076338bfc869d67.png?v=1770051251,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,oz,,2.5,active,"type:sticker, pattern:printed, use:everyday, price-tier:budget-0-30, attr:love-smut-snail, attr:guilty-pleasures, attr:love-smut, attr:smut-snail, attr:die-cut, attr:apply, ai-flag:schema-complete"
apply-stickers-be-mine-betty-boop-die-cut-sticker-heart,Apply Stickers - Be Mine Betty Boop - Die-Cut Sticker (Heart),"Please, will you?

1 die-cut sticker (2 x 4 in.), digitally printed on glitter holo. Made with &lt;3 in the USA. Perfect for phones &amp; laptops.

TM &amp; © Fleischer Studios, Inc.
",Apply Stickers,,,Stickers,False,Title,Default Title,,,,,,,,AS-BTTY,0.28349523125,shopify,deny,manual,5.0,,True,True,,,,,'40314603,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/311e03aa68405020a27aad7c9a09988583b85861fc59efa287cc936bce811f54.png?v=1770051247,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,oz,,2.5,active,"type:phone, type:laptop, type:sticker, pattern:printed, use:work, price-tier:budget-0-30, attr:mine-betty-boop, attr:betty-boop, attr:mine-betty, attr:die-cut, attr:apply, ai-flag:schema-complete"
apply-stickers-caliente-by-apply-die-cut-sticker,Apply Stickers - Caliente by Apply - Die-Cut Sticker,"Spicy 🌶️

 * 1 die-cut sticker (2.5 x 3 in.), digitally printed on white premium white vinyl. Made with 🧡 in the USA. Dishwasher Safe.

© Apply Stickers, Inc.",Apply Stickers,,,Stickers,False,Title,Default Title,,,,,,,,AS-PEPR,0.28349523125,shopify,deny,manual,4.0,,True,True,,,,,'40183531,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/7083184d0692df2273b04c0948ce07ce625c446a95619cb399c188c50c73a7f7.png?v=1770051242,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,oz,,2.0,active,"type:sticker, pattern:printed, use:everyday, price-tier:budget-0-30, attr:premium-white-vinyl, attr:white-premium-white, attr:white-vinyl, attr:die-cut, attr:white-premium, attr:apply, ai-flag:schema-complete"
apply-stickers-snoopy-puffer-patch-embroidered-iron-on-patch,Apply Stickers - Snoopy Puffer Patch (Embroidered) - Iron On Patch,"A cozy patch!

1 iron-on patch (2.63 x 2.82 in.), embroidered on chenille. Designed with &lt;3 in NY. Made in Pakistan.

© 2026 Peanuts Worldwide LLC
",Apply Stickers,,,Stickers,False,Title,Default Title,,,,,,,,AS-P-SNOOP,0.28349523125,shopify,deny,manual,14.0,,True,True,,,,,'39855851,https://cdn.shopify.com/s/files/1/0309/2830/6316/files/24d9ff7f16ae9385f0d050b839fc83948a24c932c09b0b9210f081b676265754.png?v=1770051237,1.0,,False,,,,,,,,,,,,,,,,,,,,,,,oz,,7.0,active,"type:snack, type:sticker, pattern:embroidered, use:winter, need:comfortable, price-tier:budget-0-30, attr:snoopy-puffer-patch, attr:snoopy-puffer, attr:puffer-patch, attr:patch, attr:apply, attr:designed, ai-flag:schema-complete"
